movie_id,days_since_release,current_rating,num_reviews,final_score,final_rating_bucket
749,10.9,36.58,342,30.62,0
631,5.76,96.43,141,95.48,2
53,5.65,31.25,257,32.32,0
314,1.7,90.69,136,85.56,1
296,9.96,32.14,288,34.55,0
925,12.56,41.48,45,44.15,0
985,11.55,22.26,264,26.73,0
668,11.03,15.2,109,18.82,0
403,3.49,25.57,19,30.88,0
851,5.88,50.51,118,46.92,0
477,9.91,16.68,215,8.65,0
954,11.99,71.59,348,63.65,1
667,13.94,9.59,269,20.01,0
931,6.18,8.9,356,11.65,0
142,11.08,19.1,181,21.53,0
639,7.57,11.53,49,14.3,0
386,7.8,46.68,242,48.23,0
40,5.8,82.61,99,80.51,1
559,13.41,53.21,178,53.36,0
256,9.72,54.23,238,54.21,0
425,8.36,100.0,387,93.71,2
371,5.03,26.9,327,21.3,0
823,6.89,97.32,58,94.03,2
46,7.41,3.7,349,23.39,0
598,10.85,51.69,165,56.2,0
84,11.4,26.41,198,31.25,0
310,2.48,25.35,263,22.95,0
472,9.77,69.85,365,65.6,1
626,5.31,50.21,102,52.4,0
774,6.69,53.45,42,49.3,0
289,1.1,35.56,31,33.78,0
613,12.87,20.61,126,18.56,0
111,11.3,40.3,98,38.21,0
787,7.66,88.15,76,87.67,1
234,13.89,84.02,28,94.05,2
505,5.42,90.54,190,93.83,2
255,1.29,33.1,96,30.87,0
674,5.35,62.06,146,61.82,1
237,10.75,100.0,33,95.08,2
80,7.81,49.87,268,51.28,0
869,4.17,95.66,232,95.11,2
843,3.79,40.88,291,42.78,0
410,6.48,95.79,97,91.03,2
54,8.31,23.43,366,22.72,0
694,1.88,56.74,65,55.19,0
315,3.74,92.86,48,93.64,2
450,9.47,11.55,123,21.88,0
17,1.33,10.8,170,9.03,0
739,4.99,85.92,139,76.49,1
76,9.73,3.02,166,7.25,0
679,7.48,18.2,259,22.37,0
760,12.93,96.65,299,90.04,2
577,9.44,54.57,173,54.29,0
10,7.96,75.05,158,70.37,1
340,5.18,21.79,221,23.98,0
267,12.09,77.92,59,85.9,1
786,8.59,45.88,294,41.35,0
652,4.79,12.27,165,13.93,0
72,6.13,30.9,40,23.48,0
746,1.72,73.29,109,67.58,1
237,10.07,94.77,33,95.08,2
140,7.87,63.9,306,59.55,0
394,1.54,28.51,35,37.88,0
248,11.07,54.96,45,56.48,0
59,9.3,71.57,134,73.77,1
501,8.4,61.7,82,52.47,0
197,6.03,93.94,237,96.61,2
159,6.05,85.82,304,88.24,1
724,0.85,70.36,59,72.11,1
991,2.62,79.97,181,83.52,1
481,10.02,96.67,131,90.42,2
50,7.79,54.98,264,58.15,0
116,7.57,53.29,227,50.03,0
532,0.94,62.86,154,62.72,1
976,5.64,51.3,147,36.64,0
886,10.86,36.82,47,30.67,0
287,10.08,31.01,24,35.13,0
634,6.12,13.47,19,9.73,0
729,13.04,27.59,148,26.8,0
962,13.54,70.96,345,68.17,1
594,5.05,73.97,166,74.68,1
51,0.41,72.72,28,68.69,1
203,5.4,24.41,328,27.88,0
928,3.86,22.22,370,15.38,0
732,10.65,33.25,46,36.24,0
332,10.44,17.31,164,11.46,0
789,3.31,91.76,256,96.05,2
882,9.09,90.16,235,87.33,1
231,1.32,73.28,21,74.96,1
519,10.88,47.23,335,45.4,0
683,13.05,7.15,303,6.21,0
702,3.95,27.68,24,28.01,0
98,13.58,94.64,265,90.88,2
993,1.71,93.69,32,90.42,2
79,0.05,55.35,1,63.65,1
483,2.28,63.39,23,74.68,1
547,3.32,5.16,18,5.73,0
216,8.15,84.58,135,83.64,1
604,2.68,12.0,121,8.42,0
347,11.42,28.7,387,32.93,0
941,5.48,29.14,128,21.08,0
427,12.82,64.54,273,66.55,1
798,13.28,70.02,368,72.44,1
686,10.39,100.0,216,89.77,1
34,9.58,49.88,114,55.83,0
781,8.57,11.86,24,18.74,0
679,10.45,22.05,289,22.37,0
726,4.85,25.39,53,24.2,0
995,5.49,73.27,335,72.07,1
488,0.22,76.64,45,80.74,1
668,12.26,12.23,102,18.82,0
51,12.52,61.05,135,68.69,1
542,0.79,52.24,88,57.4,0
829,8.72,81.94,343,79.48,1
521,12.22,49.02,91,55.68,0
548,4.08,44.54,91,46.93,0
106,2.38,70.68,244,70.89,1
609,9.08,50.19,132,39.21,0
298,7.02,31.65,298,36.31,0
661,4.15,38.35,276,40.66,0
49,9.75,23.85,71,19.61,0
754,11.7,45.45,83,50.19,0
742,8.87,19.88,156,22.6,0
747,4.49,73.15,87,77.22,1
22,1.39,80.47,164,86.29,1
863,3.69,36.84,167,34.02,0
272,11.44,79.02,207,72.05,1
160,10.26,100.0,203,96.3,2
278,2.34,25.44,89,22.3,0
945,8.95,61.14,330,61.2,1
160,11.62,96.81,203,96.3,2
690,0.78,64.09,127,67.92,1
448,2.73,75.13,46,72.78,1
882,11.44,95.13,223,87.33,1
532,9.81,63.16,307,62.72,1
985,12.84,18.91,332,26.73,0
198,3.06,48.66,172,40.46,0
540,0.05,2.15,4,11.1,0
977,11.6,73.56,45,77.73,1
568,0.88,26.91,11,23.7,0
188,10.01,7.96,273,9.47,0
653,5.88,56.68,263,49.03,0
317,1.82,41.85,101,43.96,0
200,11.39,69.18,242,81.76,1
188,7.45,6.72,267,9.47,0
857,5.45,90.87,181,90.42,2
705,7.92,21.55,101,29.24,0
957,5.08,53.43,50,52.19,0
959,0.42,15.51,15,21.78,0
421,0.59,42.01,63,48.59,0
216,7.43,92.26,123,83.64,1
405,8.84,14.09,201,17.87,0
388,6.01,57.19,348,52.81,0
700,7.81,20.72,229,23.29,0
682,1.25,96.6,152,95.47,2
21,13.53,4.67,306,12.88,0
826,13.07,18.64,326,25.02,0
163,4.1,69.91,225,74.99,1
187,4.08,52.9,153,51.77,0
455,9.73,74.87,243,65.67,1
472,13.52,69.04,317,65.6,1
86,3.66,44.38,159,49.94,0
30,3.74,34.65,85,28.93,0
854,4.5,85.88,156,79.17,1
649,13.02,11.1,167,10.07,0
848,13.03,28.9,160,20.87,0
918,2.66,88.39,225,82.67,1
784,9.87,82.37,303,79.81,1
551,1.46,54.18,161,53.74,0
287,2.44,33.42,16,35.13,0
579,9.48,92.36,189,87.18,1
313,10.17,73.75,135,75.44,1
442,11.86,31.56,83,23.67,0
920,7.25,11.74,232,16.23,0
330,2.36,80.33,154,78.07,1
568,1.4,25.8,14,23.7,0
859,11.18,23.57,218,22.86,0
580,4.28,10.95,157,10.74,0
345,11.41,6.2,119,6.02,0
36,10.29,3.8,145,13.51,0
99,8.27,90.96,263,84.17,1
5,9.92,95.54,40,95.41,2
746,13.22,64.2,188,67.58,1
880,5.46,7.63,176,15.38,0
871,10.85,23.12,219,22.31,0
927,9.19,55.59,33,55.98,0
364,2.98,73.27,145,77.8,1
170,11.33,71.58,353,69.82,1
526,5.93,28.61,89,31.82,0
923,10.68,9.89,38,9.13,0
431,2.29,86.71,64,79.5,1
174,6.6,43.06,40,35.07,0
890,4.95,56.02,44,57.05,0
6,5.69,51.39,364,55.08,0
671,10.63,68.82,214,74.41,1
530,3.04,31.78,267,41.22,0
763,3.41,42.09,109,35.96,0
979,12.3,63.46,191,67.58,1
964,3.78,19.32,126,22.21,0
641,12.96,16.99,213,26.08,0
153,8.65,80.93,121,80.65,1
119,4.39,88.72,182,90.25,2
124,6.43,100.0,86,85.51,1
173,11.93,53.49,127,48.91,0
761,12.77,95.42,104,96.41,2
372,5.02,62.64,55,66.74,1
794,1.83,10.77,40,18.21,0
344,0.89,24.62,111,26.01,0
754,0.47,55.44,20,50.19,0
934,2.04,56.46,201,67.4,1
748,7.87,80.49,89,83.73,1
40,0.83,80.95,49,80.51,1
23,4.65,97.02,272,93.67,2
430,3.66,91.15,34,90.17,2
324,2.8,78.09,105,77.3,1
914,3.79,94.2,204,95.54,2
277,13.65,67.63,211,70.0,1
697,3.35,29.22,166,28.42,0
444,8.74,34.72,30,25.77,0
626,0.89,59.27,57,52.4,0
222,1.77,20.85,47,21.29,0
24,11.08,37.5,60,34.87,0
521,7.98,67.61,90,55.68,0
970,8.54,60.92,261,55.97,0
745,5.24,32.98,57,36.35,0
561,0.73,73.63,24,79.58,1
956,5.47,14.03,312,11.06,0
396,3.12,44.79,294,40.65,0
395,13.68,24.31,82,20.43,0
138,5.89,6.74,319,5.64,0
743,13.63,67.29,364,70.04,1
825,1.31,43.92,127,48.15,0
584,5.27,85.92,298,75.24,1
201,0.97,39.2,193,35.45,0
42,12.92,23.22,97,24.81,0
806,6.04,39.81,92,47.46,0
441,11.64,60.37,163,44.33,0
440,13.03,13.69,38,13.15,0
591,4.52,16.82,272,15.01,0
191,13.64,88.71,340,93.99,2
906,4.86,41.51,73,43.34,0
299,5.16,50.78,129,52.25,0
25,2.81,77.52,241,70.99,1
147,3.78,60.99,286,62.63,1
399,10.29,20.6,75,21.35,0
482,10.84,95.3,172,91.52,2
405,11.04,16.66,197,17.87,0
269,2.2,24.32,49,27.16,0
697,5.35,35.1,186,28.42,0
656,2.93,9.03,70,11.57,0
899,10.77,9.61,341,12.87,0
671,10.16,68.89,203,74.41,1
386,1.53,45.44,153,48.23,0
601,5.68,90.64,187,90.0,2
406,5.72,11.52,357,11.52,0
639,9.88,9.78,55,14.3,0
414,11.12,21.23,68,22.08,0
916,10.59,27.54,240,29.35,0
653,4.58,56.08,236,49.03,0
164,4.73,55.3,163,51.07,0
447,6.1,12.27,187,6.7,0
5,2.5,94.15,29,95.41,2
282,9.45,47.9,93,47.87,0
631,5.81,92.38,140,95.48,2
737,1.64,39.48,203,46.95,0
359,12.45,10.51,169,14.2,0
85,1.76,96.02,136,96.38,2
797,4.55,58.43,34,50.79,0
290,3.89,62.81,107,61.12,1
763,6.15,27.6,131,35.96,0
124,12.19,94.1,80,85.51,1
512,9.16,97.07,293,91.25,2
201,4.78,31.97,398,35.45,0
667,0.19,13.38,22,20.01,0
826,8.2,28.37,361,25.02,0
475,13.9,68.86,137,67.23,1
230,0.32,11.57,10,17.47,0
255,5.36,37.61,174,30.87,0
847,2.74,65.12,213,58.62,0
319,9.78,31.32,35,27.98,0
756,2.57,90.88,125,91.06,2
313,12.51,74.65,166,75.44,1
17,0.85,6.94,136,9.03,0
41,9.3,80.72,186,82.04,1
626,2.44,47.74,91,52.4,0
577,5.54,49.87,170,54.29,0
476,1.87,8.49,214,8.4,0
591,10.11,10.54,318,15.01,0
15,8.67,44.44,316,46.0,0
584,3.51,78.01,243,75.24,1
502,4.71,5.99,178,15.92,0
643,13.18,66.59,184,67.6,1
803,11.89,58.39,68,62.64,1
856,10.6,88.09,228,93.25,2
913,12.04,44.08,103,42.92,0
245,13.36,78.72,233,71.43,1
889,6.74,55.65,362,52.05,0
443,5.78,78.3,231,81.07,1
914,9.32,96.14,236,95.54,2
20,11.72,18.81,54,19.04,0
189,0.1,42.79,2,54.61,0
135,3.88,19.26,55,24.52,0
517,9.83,86.81,25,81.33,1
249,7.33,22.58,167,21.36,0
429,1.17,53.85,86,63.74,1
383,4.06,91.22,289,90.94,2
875,11.25,35.04,173,32.32,0
859,3.56,20.51,182,22.86,0
486,9.11,58.53,132,60.25,1
907,5.59,62.52,74,59.06,0
374,9.45,35.56,240,31.11,0
851,2.87,43.91,104,46.92,0
386,4.52,44.67,185,48.23,0
95,5.66,78.89,86,78.88,1
335,8.5,100.0,262,86.81,1
108,7.71,74.51,165,77.49,1
338,13.97,80.58,20,75.78,1
358,12.74,52.71,255,59.15,0
325,13.96,37.83,73,39.86,0
938,1.03,23.32,114,30.77,0
221,13.71,29.56,33,23.2,0
63,9.15,33.66,25,38.84,0
22,0.27,83.34,40,86.29,1
175,1.27,43.97,176,48.79,0
873,2.71,43.78,15,40.23,0
478,9.22,61.14,232,63.8,1
12,3.74,87.72,158,84.77,1
890,4.51,48.7,38,57.05,0
87,10.53,78.35,32,79.34,1
104,12.03,60.95,178,56.4,0
624,4.72,91.2,217,96.17,2
667,1.23,18.53,137,20.01,0
248,0.01,42.63,1,56.48,0
174,9.86,36.77,44,35.07,0
672,8.5,36.64,308,41.3,0
54,7.28,21.92,312,22.72,0
246,4.46,86.03,167,85.4,1
311,3.55,76.22,39,82.04,1
336,12.03,71.29,338,69.86,1
649,13.31,18.47,155,10.07,0
712,6.9,14.98,189,12.86,0
599,9.26,36.26,179,35.31,0
296,5.72,27.45,350,34.55,0
863,5.14,36.78,153,34.02,0
447,2.76,8.88,122,6.7,0
972,2.3,100.0,132,97.05,2
207,5.65,71.98,374,76.09,1
254,13.97,82.15,315,85.49,1
475,9.36,69.01,169,67.23,1
662,7.91,82.23,210,74.1,1
868,2.95,32.42,217,24.37,0
851,11.47,36.19,122,46.92,0
166,11.01,89.45,281,80.15,1
879,7.1,18.39,163,18.32,0
990,7.4,41.54,19,41.99,0
686,9.2,86.73,205,89.77,1
494,9.63,62.19,80,67.83,1
382,0.61,64.15,53,62.19,1
111,5.81,35.47,86,38.21,0
710,8.7,88.43,93,88.47,1
12,3.15,82.55,144,84.77,1
409,0.82,74.66,83,87.09,1
235,0.49,25.93,33,21.68,0
407,12.15,61.26,109,54.76,0
135,1.25,18.15,42,24.52,0
903,0.47,4.51,40,13.87,0
476,7.03,10.58,315,8.4,0
517,0.72,73.93,13,81.33,1
764,0.86,16.63,135,10.98,0
16,1.71,54.18,251,59.62,0
249,11.93,24.51,193,21.36,0
371,12.51,23.48,348,21.3,0
332,2.75,5.37,141,11.46,0
312,7.52,96.31,54,97.33,2
452,5.72,7.88,204,10.28,0
169,2.52,70.61,38,67.5,1
883,8.98,50.64,257,56.05,0
970,10.86,47.33,238,55.97,0
805,13.17,49.54,261,60.74,1
66,7.09,3.36,55,5.49,0
158,10.73,87.91,316,86.46,1
643,2.29,61.19,127,67.6,1
990,7.34,42.88,18,41.99,0
119,6.22,99.17,197,90.25,2
995,2.66,70.36,216,72.07,1
758,1.09,14.23,169,15.07,0
296,9.3,34.13,360,34.55,0
814,13.42,84.34,143,81.57,1
137,13.99,40.14,335,42.71,0
250,5.1,24.37,288,23.06,0
935,6.16,6.99,241,6.54,0
980,8.26,64.56,333,54.38,0
582,5.55,49.93,373,50.3,0
205,0.99,43.96,108,52.75,0
104,12.86,58.15,178,56.4,0
372,2.25,62.98,33,66.74,1
436,1.36,25.43,118,23.61,0
720,7.18,6.01,181,7.94,0
285,10.98,59.8,200,53.18,0
190,10.21,92.56,160,93.47,2
570,9.63,31.93,375,38.8,0
100,6.52,47.87,237,42.22,0
74,12.87,37.83,221,38.29,0
464,1.46,69.77,66,70.13,1
389,10.8,43.57,86,50.57,0
192,9.53,63.4,362,66.68,1
782,11.66,63.95,126,60.77,1
957,10.83,53.08,53,52.19,0
927,13.94,60.8,37,55.98,0
962,13.64,58.3,345,68.17,1
209,10.62,49.31,118,46.8,0
75,0.69,79.09,22,81.21,1
137,2.39,41.45,248,42.71,0
910,13.09,74.5,300,71.69,1
186,5.51,79.93,278,75.72,1
382,4.71,63.92,155,62.19,1
117,11.38,85.84,88,90.0,2
125,11.16,4.83,347,7.48,0
35,3.75,90.71,47,84.79,1
6,12.05,49.35,388,55.08,0
897,13.18,59.05,171,60.98,1
888,5.83,63.22,362,72.14,1
122,1.06,41.8,107,46.34,0
259,4.1,21.41,150,18.85,0
70,0.49,91.72,37,87.35,1
816,8.44,17.1,297,21.18,0
86,0.49,41.76,58,49.94,0
463,2.61,70.77,144,66.7,1
186,8.93,74.96,336,75.72,1
892,4.56,45.53,122,41.59,0
986,10.98,81.35,290,89.49,1
406,9.32,9.73,396,11.52,0
476,12.87,9.48,381,8.4,0
886,8.32,34.61,52,30.67,0
945,2.48,68.04,248,61.2,1
714,4.45,62.73,129,53.15,0
203,13.06,22.59,336,27.88,0
452,10.19,18.68,246,10.28,0
321,11.31,36.24,229,37.77,0
113,8.79,6.2,252,7.59,0
141,10.89,52.29,169,54.62,0
524,10.64,35.27,235,34.2,0
708,3.76,42.94,86,50.92,0
614,0.26,72.38,38,79.47,1
418,0.47,44.91,32,51.44,0
844,8.88,30.02,337,25.25,0
423,12.74,93.02,317,93.49,2
146,12.15,30.38,320,40.54,0
689,2.17,9.51,193,11.3,0
803,6.56,53.88,67,62.64,1
647,0.37,23.97,57,22.98,0
147,2.21,63.28,236,62.63,1
875,13.68,30.03,181,32.32,0
564,6.39,68.63,101,65.45,1
980,3.72,49.79,264,54.38,0
469,0.83,49.37,20,51.86,0
464,6.13,70.77,134,70.13,1
887,3.58,78.56,232,77.12,1
308,12.75,87.14,66,86.58,1
487,12.9,72.82,185,78.11,1
427,5.72,65.41,256,66.55,1
128,8.43,78.36,266,81.22,1
219,10.97,88.45,273,91.87,2
561,4.74,82.07,59,79.58,1
907,4.96,56.17,72,59.06,0
241,2.46,22.23,107,12.14,0
469,4.46,43.91,52,51.86,0
335,10.82,88.97,262,86.81,1
809,4.14,51.17,131,55.03,0
131,3.37,78.06,56,70.05,1
454,12.88,21.99,399,21.55,0
543,4.56,31.53,193,36.08,0
344,5.42,31.54,192,26.01,0
968,13.11,55.36,341,58.72,0
284,11.58,64.92,44,68.12,1
247,13.74,97.21,140,92.25,2
715,8.81,19.42,237,15.92,0
566,3.13,25.48,74,31.48,0
974,4.22,67.82,114,73.53,1
90,8.56,84.74,95,86.31,1
690,10.29,56.12,332,67.92,1
599,9.97,27.68,191,35.31,0
824,5.23,52.5,58,58.33,0
425,10.99,95.53,387,93.71,2
985,5.89,27.05,233,26.73,0
428,4.94,93.47,196,85.7,1
243,5.3,78.63,115,77.57,1
543,2.51,34.8,151,36.08,0
57,8.87,0.0,66,5.02,0
303,6.14,68.75,250,70.24,1
315,3.83,96.62,45,93.64,2
310,9.01,25.05,346,22.95,0
843,11.12,46.35,319,42.78,0
285,11.03,57.27,220,53.18,0
799,0.58,61.92,71,61.84,1
757,4.74,63.2,128,67.92,1
665,9.26,16.05,19,14.6,0
21,2.52,24.38,224,12.88,0
368,5.16,56.06,211,49.31,0
970,7.19,59.42,240,55.97,0
362,2.77,52.05,15,55.96,0
785,0.44,64.42,48,79.69,1
499,9.3,46.35,176,47.89,0
774,0.98,40.86,21,49.3,0
108,8.2,76.59,160,77.49,1
352,9.71,37.38,196,43.57,0
320,7.74,53.65,303,54.3,0
267,5.42,87.35,52,85.9,1
645,9.36,18.48,357,13.8,0
80,11.95,43.01,248,51.28,0
153,2.4,84.6,78,80.65,1
870,0.4,79.89,67,78.93,1
174,1.68,29.82,30,35.07,0
210,4.54,40.34,158,41.79,0
925,10.45,43.1,47,44.15,0
884,5.11,9.89,28,9.37,0
829,7.91,82.91,339,79.48,1
140,10.63,54.27,355,59.55,0
617,6.15,57.95,234,58.64,0
934,11.54,73.85,313,67.4,1
312,4.27,89.28,48,97.33,2
485,5.42,50.22,97,44.91,0
345,1.74,5.77,87,6.02,0
701,4.83,69.35,183,74.4,1
201,4.45,30.31,261,35.45,0
222,13.93,19.21,76,21.29,0
563,0.49,13.82,83,20.46,0
928,10.42,18.49,388,15.38,0
176,3.7,60.32,19,59.98,0
939,8.91,89.76,280,93.45,2
778,1.72,55.02,204,53.88,0
884,4.82,12.78,31,9.37,0
115,0.85,32.07,133,33.72,0
639,8.09,11.1,50,14.3,0
404,13.17,78.26,95,84.95,1
175,9.93,45.07,331,48.79,0
567,6.93,54.48,292,56.13,0
408,12.42,12.42,301,16.06,0
269,4.05,30.5,57,27.16,0
401,3.56,41.35,315,40.2,0
219,7.75,95.09,255,91.87,2
229,6.05,7.45,244,15.54,0
807,3.46,46.81,194,51.13,0
52,11.34,67.69,303,65.21,1
516,7.92,29.07,69,32.07,0
843,9.53,44.79,392,42.78,0
128,6.38,77.74,239,81.22,1
525,1.15,29.74,152,44.76,0
994,3.21,100.0,90,94.33,2
417,9.17,13.67,195,14.66,0
872,3.88,85.62,275,86.05,1
968,1.21,57.55,192,58.72,0
236,12.71,9.64,342,10.0,0
945,10.16,65.73,344,61.2,1
111,9.91,32.35,100,38.21,0
138,6.01,0.19,287,5.64,0
756,11.79,88.21,164,91.06,2
64,8.72,49.58,244,49.78,0
738,7.16,9.66,127,15.78,0
110,13.15,77.66,211,71.32,1
172,12.9,51.46,141,50.55,0
762,5.29,31.75,308,32.7,0
475,10.06,82.25,169,67.23,1
151,3.04,15.65,66,12.72,0
813,1.5,72.04,45,77.85,1
840,8.81,45.2,297,52.34,0
766,6.07,17.5,171,23.17,0
509,12.68,95.21,181,91.38,2
149,3.14,48.73,125,38.83,0
337,9.86,98.34,113,93.48,2
113,6.34,6.62,296,7.59,0
366,0.35,21.04,47,32.17,0
533,1.53,83.46,53,89.32,1
225,2.31,13.59,159,10.29,0
921,3.3,33.59,338,27.68,0
960,2.79,14.97,108,9.79,0
334,8.93,59.07,31,66.93,1
740,10.6,58.58,91,57.41,0
701,3.73,66.26,166,74.4,1
155,5.92,19.85,67,14.97,0
11,0.04,24.03,1,29.61,0
917,0.89,88.93,14,92.65,2
591,3.82,10.11,240,15.01,0
152,5.58,28.95,108,22.95,0
214,9.01,99.02,398,92.63,2
877,9.28,12.59,69,13.06,0
612,8.84,69.39,19,73.85,1
10,4.77,69.52,146,70.37,1
911,3.64,96.26,72,90.88,2
95,6.19,71.36,88,78.88,1
24,13.55,34.25,60,34.87,0
249,9.52,18.18,195,21.36,0
895,13.0,90.3,296,87.54,1
863,2.27,38.45,120,34.02,0
437,7.23,16.87,59,23.1,0
684,6.73,69.7,126,71.72,1
9,10.96,84.25,290,79.91,1
946,8.64,0.0,209,7.19,0
684,9.47,72.46,133,71.72,1
600,13.24,54.65,337,53.51,0
942,2.82,17.36,84,22.17,0
589,13.33,80.66,272,87.31,1
