"film_name			",critic_name,review_date,review_sentiment
Now You See Me: Now You See Me Don't,Avi Offer,11-Nov,Negative
Now You See Me: Now You See Me Don't,Fico Cangiano,11-Nov,Negative
Now You See Me: Now You See Me Don't,Robert Kojder,11-Nov,Negative
Now You See Me: Now You See Me Don't,Aaron Neuwirth,11-Nov,Positive
Now You See Me: Now You See Me Don't,Julian Roman,11-Nov,Negative
Now You See Me: Now You See Me Don't,Maxance Vincent,11-Nov,Negative
Now You See Me: Now You See Me Don't,Doug Jamieson,11-Nov,Positive
Now You See Me: Now You See Me Don't,Carla Hay,11-Nov,Negative
Now You See Me: Now You See Me Don't,Matt Zoller Seitz,11-Nov,Positive
Now You See Me: Now You See Me Don't,Tessa Smith,11-Nov,Positive
Now You See Me: Now You See Me Don't,Tim Stevens,11-Nov,Positive
Now You See Me: Now You See Me Don't,Nathalia Aryani,11-Nov,Positive
Now You See Me: Now You See Me Don't,Kristy Puchko,11-Nov,Negative
Now You See Me: Now You See Me Don't,Shakyl Lambert,11-Nov,Negative
Now You See Me: Now You See Me Don't,Mike Massie,11-Nov,Negative
Now You See Me: Now You See Me Don't,Zaki Hasan,11-Nov,Positive
Now You See Me: Now You See Me Don't,Tara McNamara,11-Nov,Positive
Now You See Me: Now You See Me Don't,Caroline Siede,11-Nov,Positive
Now You See Me: Now You See Me Don't,Scott Mendelson,11-Nov,Positive
Now You See Me: Now You See Me Don't,Chris E Hayner,11-Nov,Positive
Now You See Me: Now You See Me Don't,Mark Kennedy,11-Nov,Positive
Now You See Me: Now You See Me Don't,George M. Thomas,11-Nov,Positive
Now You See Me: Now You See Me Don't,Joonatan Itkonen,11-Nov,Negative
Now You See Me: Now You See Me Don't,Germain Lussier,11-Nov,Negative
Now You See Me: Now You See Me Don't,Trace Sauveur,11-Nov,Negative
Now You See Me: Now You See Me Don't,Lyvie Scott,11-Nov,Positive
Now You See Me: Now You See Me Don't,William Bibbiani,11-Nov,Positive
Now You See Me: Now You See Me Don't,Neil Pond,11-Nov,Positive
Now You See Me: Now You See Me Don't,Jeffrey Lyles,11-Nov,Negative
Now You See Me: Now You See Me Don't,M.N. Miller,11-Nov,Negative
Now You See Me: Now You See Me Don't,Edward Douglas,11-Nov,Positive
Now You See Me: Now You See Me Don't,Eric Goldman,11-Nov,Positive
Now You See Me: Now You See Me Don't,Kate Sánchez,11-Nov,Positive
Now You See Me: Now You See Me Don't,Shawn S. Lealos,11-Nov,Positive
Now You See Me: Now You See Me Don't,Nick Schager,11-Nov,Negative
Now You See Me: Now You See Me Don't,Lucas Hill-Paul,11-Nov,Positive
Now You See Me: Now You See Me Don't,Rachel Leishman,11-Nov,Positive
Now You See Me: Now You See Me Don't,Sarah-Tai Black,11-Nov,Negative
Now You See Me: Now You See Me Don't,Kate Erbland,11-Nov,Positive
Now You See Me: Now You See Me Don't,Moira MacDonald,11-Nov,Negative
Now You See Me: Now You See Me Don't,Gregory Nussen,11-Nov,Negative
Now You See Me: Now You See Me Don't,Glenn Garner,11-Nov,Positive
Now You See Me: Now You See Me Don't,Linda Marric,11-Nov,Positive
Now You See Me: Now You See Me Don't,Tim Grierson,11-Nov,Negative
Now You See Me: Now You See Me Don't,Frank Scheck,11-Nov,Positive
Now You See Me: Now You See Me Don't,Owen Gleiberman,11-Nov,Positive
Now You See Me: Now You See Me Don't,Jeff Ewing,11-Nov,Positive
Now You See Me: Now You See Me Don't,Derek Smith,11-Nov,Negative
Now You See Me: Now You See Me Don't,Dan Bayer,11-Nov,Positive
Now You See Me: Now You See Me Don't,Allison Rose,11-Nov,Positive
