"film_name			",critic_name,review_date,review_sentiment
Wicked: For Good,Stephanie Zacharek,22-Nov,Negative
Wicked: For Good,Daniel M. Kimmel,22-Nov,Positive
Wicked: For Good,Mark Kermode,22-Nov,Positive
Wicked: For Good,Mark Hughes,22-Nov,Positive
Wicked: For Good,Rick Bentley,22-Nov,Positive
Wicked: For Good,Collin Garbarino,22-Nov,Negative
Wicked: For Good,Lisa Trifone,22-Nov,Negative
Wicked: For Good,Allyson Johnson,22-Nov,Negative
Wicked: For Good,Josie Meléndez,22-Nov,Positive
Wicked: For Good,John Urbancich,22-Nov,Positive
Wicked: For Good,Mark Leydorf,21-Nov,Positive
Wicked: For Good,Sebastian Zavala Kahn,21-Nov,Positive
Wicked: For Good,Lauren Bradshaw,21-Nov,Positive
Wicked: For Good,Rachel Wagner,21-Nov,Positive
Wicked: For Good,Elsa Fernández-Santos,21-Nov,Positive
Wicked: For Good,DarkSkyLady,21-Nov,Positive
Wicked: For Good,Shalini Langer,21-Nov,Positive
Wicked: For Good,Aaron Peterson,21-Nov,Positive
Wicked: For Good,Colin Robertson,21-Nov,Positive
Wicked: For Good,Stephen Silver,21-Nov,Negative
Wicked: For Good,Ryan Syrek,21-Nov,Negative
Wicked: For Good,Peter Travers,21-Nov,Positive
Wicked: For Good,Patrick McDonald,21-Nov,Positive
Wicked: For Good,Sonny Bunch,21-Nov,Negative
Wicked: For Good,Leigh Paatsch,21-Nov,Positive
Wicked: For Good,Ruben Peralta Rigaud,21-Nov,Positive
Wicked: For Good,Luis Martínez,21-Nov,Positive
Wicked: For Good,Rubén Rosario,21-Nov,Positive
Wicked: For Good,Nick Johnston,21-Nov,Negative
Wicked: For Good,Alci Rengifo,21-Nov,Positive
Wicked: For Good,Rua Fay,21-Nov,Negative
Wicked: For Good,Ross Anthony,21-Nov,Positive
Wicked: For Good,Linda and Al Lerner,21-Nov,Positive
Wicked: For Good,Jenn Adams,21-Nov,Positive
Wicked: For Good,Todd Jorgenson,21-Nov,Negative
Wicked: For Good,Jason Adams,21-Nov,Negative
Wicked: For Good,Micheal Compton,21-Nov,Positive
Wicked: For Good,Tom Santilli,21-Nov,Positive
Wicked: For Good,Nicole Drum,21-Nov,Positive
Wicked: For Good,Brandon Avery,21-Nov,Negative
Wicked: For Good,Pat Mullen,21-Nov,Positive
Wicked: For Good,Sean Collier,21-Nov,Positive
Wicked: For Good,Sara Michelle Fetters,21-Nov,Negative
Wicked: For Good,Jack Martin,21-Nov,Positive
Wicked: For Good,Holly Hazelwood,20-Nov,Negative
Wicked: For Good,Allen Almachar,20-Nov,Negative
Wicked: For Good,Jeffrey Harris,20-Nov,Positive
Wicked: For Good,Kristen Maldonado,20-Nov,Positive
Wicked: For Good,Russ Simmons,20-Nov,Positive
Wicked: For Good,Kevin Sampson,20-Nov,Positive
Wicked: For Good,Jonathan W. Hickman,20-Nov,Positive
Wicked: For Good,Jeff York,20-Nov,Positive
Wicked: For Good,Nell Minow,20-Nov,Positive
Wicked: For Good,Mike McGranaghan,20-Nov,Positive
Wicked: For Good,Robert Denerstein,20-Nov,Negative
Wicked: For Good,Sabrina Ramirez,20-Nov,Positive
Wicked: For Good,Alicia P. Ferreirós,20-Nov,Positive
Wicked: For Good,Kyle Smith,20-Nov,Positive
Wicked: For Good,Pablo O. Scholz,20-Nov,Positive
Wicked: For Good,Juanma Fernández París,20-Nov,Positive
Wicked: For Good,Dana Han-Klein,20-Nov,Positive
Wicked: For Good,Oscar Goff,20-Nov,Negative
Wicked: For Good,Brian Eggert,20-Nov,Negative
Wicked: For Good,Caroline Siede,20-Nov,Positive
Wicked: For Good,Peter Sobczynski,20-Nov,Negative
Wicked: For Good,Alex Bentley,20-Nov,Negative
Wicked: For Good,María Fernanda Mugica,20-Nov,Positive
Wicked: For Good,Simon Foster,20-Nov,Negative
Wicked: For Good,Andrea Chase,20-Nov,Negative
Wicked: For Good,Naveen Kumar,20-Nov,Negative
Wicked: For Good,Terence Johnson,20-Nov,Positive
Wicked: For Good,Manohla Dargis,20-Nov,Positive
Wicked: For Good,Kristian M. Lin,20-Nov,Positive
Wicked: For Good,Anushka Halve,20-Nov,Negative
Wicked: For Good,Jeremy Jahns,20-Nov,Negative
Wicked: For Good,Aisha Harris,20-Nov,Positive
Wicked: For Good,Wendy Ide,20-Nov,Negative
Wicked: For Good,Kevin Slane,20-Nov,Negative
Wicked: For Good,Jorge Rivera Rubio,20-Nov,Positive
Wicked: For Good,Tania Lamb,20-Nov,Positive
Wicked: For Good,Kathia Woods,20-Nov,Positive
Wicked: For Good,Simon Thompson,20-Nov,Positive
Wicked: For Good,Sean Chandler,20-Nov,Positive
Wicked: For Good,Awais Irfan,20-Nov,Positive
Wicked: For Good,Jeanine T. Abraham,20-Nov,Positive
Wicked: For Good,Mark Dujsik,20-Nov,Negative
Wicked: For Good,Allison Rose,20-Nov,Positive
Wicked: For Good,Richard Crouse,20-Nov,Positive
Wicked: For Good,Frank Swietek,20-Nov,Negative
Wicked: For Good,Neil Pond,20-Nov,Positive
Wicked: For Good,Pat Bulfamante,20-Nov,Positive
Wicked: For Good,Lucas Moore,20-Nov,Positive
Wicked: For Good,Manuel São Bento,20-Nov,Positive
Wicked: For Good,David Griffiths,19-Nov,Positive
Wicked: For Good,Avi Offer,19-Nov,Negative
Wicked: For Good,Dustin Chase,19-Nov,Positive
Wicked: For Good,Kevin Bourne,19-Nov,Positive
Wicked: For Good,Gabriela Meza,19-Nov,Negative
Wicked: For Good,Joonatan Itkonen,19-Nov,Negative
Wicked: For Good,Matthew Koss,19-Nov,Positive
Wicked: For Good,Shakyl Lambert,19-Nov,Positive
Wicked: For Good,Susan Kamyab,19-Nov,Positive
Wicked: For Good,Laura Clifford,19-Nov,Positive
Wicked: For Good,Paul McGuire Grimes,19-Nov,Positive
Wicked: For Good,Murjani Rawls,19-Nov,Negative
Wicked: For Good,Bob Chipman,19-Nov,Negative
Wicked: For Good,Peter Howell,19-Nov,Positive
Wicked: For Good,Christian Toto,19-Nov,Positive
Wicked: For Good,Jana Monji,19-Nov,Negative
Wicked: For Good,Elliott Collins,19-Nov,Negative
Wicked: For Good,Matt Goldberg,19-Nov,Negative
Wicked: For Good,Chris Joyce,19-Nov,Positive
Wicked: For Good,James Berardinelli,19-Nov,Positive
Wicked: For Good,Laura Delaney,19-Nov,Positive
Wicked: For Good,Johnny Oleksinski,19-Nov,Positive
Wicked: For Good,T.J. Callahan,19-Nov,Positive
Wicked: For Good,Anthony Morris,19-Nov,Positive
Wicked: For Good,EJ Moreno,19-Nov,Positive
Wicked: For Good,Rosa Parra,19-Nov,Positive
Wicked: For Good,Patrick Beatty,19-Nov,Positive
Wicked: For Good,Travis Hopson,19-Nov,Positive
Wicked: For Good,Alan Cerny,19-Nov,Positive
Wicked: For Good,Tina Kakadelis,19-Nov,Negative
Wicked: For Good,Joseph Robinson,19-Nov,Negative
Wicked: For Good,Chris Knight,19-Nov,Positive
Wicked: For Good,Nicholas Bell,19-Nov,Negative
Wicked: For Good,Chris Bumbray,19-Nov,Negative
Wicked: For Good,Rob Thomas,19-Nov,Negative
Wicked: For Good,Jim Schembri,19-Nov,Positive
Wicked: For Good,Nick Levine,19-Nov,Negative
Wicked: For Good,Joey Morona,19-Nov,Positive
Wicked: For Good,Aglaia Berlutti,19-Nov,Positive
Wicked: For Good,Emma Simmonds,19-Nov,Positive
Wicked: For Good,Jeff Nelson,19-Nov,Negative
Wicked: For Good,Mike Massie,18-Nov,Positive
Wicked: For Good,Zach Pope,18-Nov,Positive
Wicked: For Good,Jason Flatt,18-Nov,Positive
Wicked: For Good,Joanna Langfield,18-Nov,Positive
Wicked: For Good,Charles Koplinski,18-Nov,Negative
Wicked: For Good,Wenlei Ma,18-Nov,Negative
Wicked: For Good,Katie Walsh,18-Nov,Negative
Wicked: For Good,Robert Kojder,18-Nov,Positive
Wicked: For Good,George M. Thomas,18-Nov,Negative
Wicked: For Good,Austin Burke,18-Nov,Positive
Wicked: For Good,Rachel Leishman,18-Nov,Positive
Wicked: For Good,Carla Meyer,18-Nov,Negative
Wicked: For Good,Carla Hay,18-Nov,Positive
Wicked: For Good,Calum Cooper,18-Nov,Positive
Wicked: For Good,Fred Topel,18-Nov,Positive
Wicked: For Good,Rendy Jones,18-Nov,Negative
Wicked: For Good,Paul Klein,18-Nov,Positive
Wicked: For Good,Katie Smith-Wong,18-Nov,Positive
Wicked: For Good,Derrick Murray,18-Nov,Positive
Wicked: For Good,Grace Randolph,18-Nov,Positive
Wicked: For Good,Fausto Fernandez,18-Nov,Positive
Wicked: For Good,Donald Clarke,18-Nov,Negative
Wicked: For Good,Luke Y. Thompson,18-Nov,Positive
Wicked: For Good,Francesca Steele,18-Nov,Positive
Wicked: For Good,Janire Zurbano,18-Nov,Positive
Wicked: For Good,Chris Tilly,18-Nov,Positive
Wicked: For Good,Kristen Lopez,18-Nov,Positive
Wicked: For Good,Latoya Austin,18-Nov,Positive
Wicked: For Good,Brian Viner,18-Nov,Positive
Wicked: For Good,Brian Orndorf,18-Nov,Negative
Wicked: For Good,Siddhant Adlakha,18-Nov,Negative
Wicked: For Good,Jason Escamilla,18-Nov,Positive
Wicked: For Good,George Simpson,18-Nov,Positive
Wicked: For Good,Lyvie Scott,18-Nov,Positive
Wicked: For Good,Jackson Weaver,18-Nov,Positive
Wicked: For Good,Juan Pablo Russo,18-Nov,Positive
Wicked: For Good,Odie Henderson,18-Nov,Negative
Wicked: For Good,Cole Groth,18-Nov,Positive
Wicked: For Good,Nate Adams,18-Nov,Positive
Wicked: For Good,Peter Gray,18-Nov,Positive
Wicked: For Good,Matt Singer,18-Nov,Positive
Wicked: For Good,Fico Cangiano,18-Nov,Positive
Wicked: For Good,David Crow,18-Nov,Negative
Wicked: For Good,Amy Nicholson,18-Nov,Positive
Wicked: For Good,Eddie Harrison,18-Nov,Negative
Wicked: For Good,Katherine McLaughlin,18-Nov,Positive
Wicked: For Good,James Mottram,18-Nov,Positive
Wicked: For Good,John Nugent,18-Nov,Positive
Wicked: For Good,Jake Coyle,18-Nov,Negative
Wicked: For Good,Yasmine Kandil,18-Nov,Positive
Wicked: For Good,Brian Truitt,18-Nov,Positive
Wicked: For Good,Danielle Solzman,18-Nov,Positive
Wicked: For Good,Caryn James,18-Nov,Positive
Wicked: For Good,Aaron Neuwirth,18-Nov,Positive
Wicked: For Good,Sandra Hall,18-Nov,Positive
Wicked: For Good,Tim Grierson,18-Nov,Negative
Wicked: For Good,India Block,18-Nov,Positive
Wicked: For Good,Tessa Smith,18-Nov,Negative
Wicked: For Good,Robbie Collin,18-Nov,Negative
Wicked: For Good,Clarisse Loughrey,18-Nov,Negative
Wicked: For Good,Roger Friedman,18-Nov,Positive
Wicked: For Good,Radheyan Simonpillai,18-Nov,Negative
Wicked: For Good,Christy Lemire,18-Nov,Positive
Wicked: For Good,David Fear,18-Nov,Negative
Wicked: For Good,Molly Edwards,18-Nov,Positive
Wicked: For Good,Alonso Duralde,18-Nov,Negative
Wicked: For Good,Rafer Guzman,18-Nov,Positive
Wicked: For Good,Kevin Maher,18-Nov,Positive
Wicked: For Good,BJ Colangelo,18-Nov,Positive
Wicked: For Good,Peter Bradshaw,18-Nov,Positive
Wicked: For Good,Chris Wasser,18-Nov,Negative
Wicked: For Good,Tori Brazier,18-Nov,Positive
Wicked: For Good,Doug Jamieson,18-Nov,Positive
Wicked: For Good,Jonathan Sim,18-Nov,Positive
Wicked: For Good,Billie Melissa,18-Nov,Positive
Wicked: For Good,Karl Delossantos,18-Nov,Positive
Wicked: For Good,Emma Stefansky,18-Nov,Positive
Wicked: For Good,Courtney Howard,18-Nov,Positive
Wicked: For Good,Reuben Baron,18-Nov,Positive
Wicked: For Good,Pete Hammond,18-Nov,Positive
Wicked: For Good,Therese Lacson,18-Nov,Positive
Wicked: For Good,Peter Debruge,18-Nov,Positive
Wicked: For Good,Germain Lussier,18-Nov,Negative
Wicked: For Good,Scott Menzel,18-Nov,Positive
Wicked: For Good,Bilge Ebiri,18-Nov,Positive
Wicked: For Good,William Bibbiani,18-Nov,Negative
Wicked: For Good,Joseph Tomastik,18-Nov,Negative
Wicked: For Good,Danny Leigh,18-Nov,Positive
Wicked: For Good,David Rooney,18-Nov,Positive
Wicked: For Good,Sean Burns,18-Nov,Negative
Wicked: For Good,Casey Chong,18-Nov,Positive
Wicked: For Good,Linda Marric,18-Nov,Positive
Wicked: For Good,Don Shanahan,18-Nov,Positive
Wicked: For Good,Kate Erbland,18-Nov,Positive
Wicked: For Good,Alex Harrison,18-Nov,Positive
Wicked: For Good,Edward Douglas,18-Nov,Positive
Wicked: For Good,Joey Magidson,18-Nov,Negative
Wicked: For Good,Liz Shannon Miller,18-Nov,Positive
Wicked: For Good,Lauren LaMagna,18-Nov,Positive
Wicked: For Good,Ian Sandwell,18-Nov,Positive
Wicked: For Good,Dan Rubins,18-Nov,Negative
Wicked: For Good,Sophia Ciminello,18-Nov,Negative
