"film_name			",critic_name,review_date,review_sentiment
Wake Up Dead Man: A Knives Out Mystery,Jordy Sirkin,23-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Amelia Harvey,23-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Mathew DeKinder,23-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Zach Pope,22-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Cain Noble-Davies,22-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Alan Zilberman,20-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Patrick Cremona,20-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Matt Oakes,17-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Stefania Sarrubba,15-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Rachel Leishman,4-Nov,Positive
Wake Up Dead Man: A Knives Out Mystery,Matthew Turner,31-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Beatrine Shahzad,29-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Nathalia Aryani,25-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Clotilde Chinnici,24-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Stephen Silver,24-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Christopher Connor,23-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Alan Ng,22-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Dan Scully,22-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Carmen Paddock,21-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Aaron Neuwirth,20-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Jack Martin,18-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Dan Tabor,17-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Emily Maskell,15-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Philip De Semlyen,15-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Adam Sweeting,15-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Katie Hogan,14-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,James Mottram,14-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Liselotte Vanophem,12-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Rebecca Johnson,12-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Alistair Ryder,11-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Ian Sandwell,11-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Kelechi Ehenulo,10-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Sarah Manvel,10-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Vicky Jessop,9-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Ross McIndoe,9-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Robbie Collin,9-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Kevin Maher,9-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Emma Simmonds,9-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Linda Marric,9-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Calum Cooper,8-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Katie Smith-Wong,8-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Manuel São Bento,8-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Alicia Gilstorf,6-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Michael Sowell,6-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Timothy Lee,3-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Joonatan Itkonen,2-Oct,Positive
Wake Up Dead Man: A Knives Out Mystery,Lucas Moore,23-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Ferdosa,21-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Prabhjot Bains,21-Sep,Negative
Wake Up Dead Man: A Knives Out Mystery,Kate Erbland,18-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Kyle Pinion,18-Sep,Negative
Wake Up Dead Man: A Knives Out Mystery,Adam Nayman,16-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Thelma Adams,16-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Kristy Puchko,16-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Reuben Baron,15-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Ruben Peralta Rigaud,15-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Vadim Rizov,15-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Emma Badame,14-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Peter Gray,14-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Maxance Vincent,13-Sep,Negative
Wake Up Dead Man: A Knives Out Mystery,Alex Hudson,12-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Joe Botten,12-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Lyvie Scott,12-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Peter Howell,12-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Andrew Webster,12-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Zachary Lee,11-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Kathia Woods,11-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Kayleigh Donaldson,10-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Joshua Polanski,10-Sep,Negative
Wake Up Dead Man: A Knives Out Mystery,Max Covill,10-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Ankit Jhunjhunwala,9-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Scott Menzel,9-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Johnny Oleksinski,9-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Doug Jamieson,9-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Meagan Navarro,8-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Alex Papaioannou,8-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Brian Tallerico,8-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Ridge Harripersad,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Christopher Llewellyn Reed,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Ryan McQuade,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Ricky Church,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Dan Bayer,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,David Fear,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Caryn James,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Tim Grierson,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,David Rooney,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Benjamin Lee,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Trace Sauveur,7-Sep,Negative
Wake Up Dead Man: A Knives Out Mystery,Chris Bumbray,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Ross Bonaime,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Nick Schager,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Gregory Ellwood,7-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Joey Magidson,6-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Danielle Solzman,6-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Mae Abdulbaki,6-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Chase Hutchinson,6-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Travis Hopson,6-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Owen Gleiberman,6-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Christopher Schobert,6-Sep,Positive
Wake Up Dead Man: A Knives Out Mystery,Damon Wise,6-Sep,Positive
